Country,Year,Food_Category,Total_Waste_Tons,Economic_Loss_Million_USD,Avg_Waste_per_Capita_Kg,Population_Million,Household_Waste_Pct,Continent,Industrial_Waste_Pct
Australia,2018,Fruits & Vegetables,795.69,$664.48,102.64,641.1,45.26,Oceania,54.74
Turkey,2019,Frozen Food,31775.63,"$26,989.29",135.50,946.0,45.83,Asia,54.17
France,2018,Fruits & Vegetables,6399.99,"$5,880.84",155.86,303.7,66.32,Europe,33.68
Spain,2024,Meat & Seafood,3335.93,"$2,697.39",173.10,1281.3,47.84,Europe,52.16
Mexico,2021,Meat & Seafood,32269.61,"$32,056.00",140.15,713.9,30.39,North America,69.61
Canada,2023,Prepared Food,40958.23,"$45,227.94",100.92,1256.7,43.82,North America,56.18
Australia,2018,Beverages,31405.75,"$33,856.31",194.86,1232.8,64.67,Oceania,35.33
Argentina,2018,Grains & Cereals,22509.21,"$23,765.56",158.37,751.0,67.66,South America,32.34
Canada,2024,Bakery Items,15633.24,"$15,697.13",139.15,1330.7,33.30,North America,66.7
Japan,2021,Dairy Products,47920.72,"$53,947.82",158.76,50.5,48.32,Asia,51.68
Australia,2018,Meat & Seafood,19895.96,"$19,570.19",112.61,1041.6,40.12,Oceania,59.88
Canada,2019,Beverages,5947.99,"$5,770.54",123.60,360.2,30.83,North America,69.17
Germany,2024,Prepared Food,34319.79,"$34,261.08",197.79,732.9,50.48,Europe,49.52
UK,2022,Prepared Food,1364.29,"$1,239.20",178.83,1203.3,36.29,Europe,63.71
Italy,2021,Beverages,4771.68,"$5,399.86",124.81,490.7,55.14,Europe,44.86
Indonesia,2020,Beverages,11831.38,"$9,645.14",171.29,933.0,62.23,Asia,37.77
Italy,2020,Bakery Items,20053.87,"$20,908.91",146.93,1028.9,65.32,Europe,34.68
Australia,2020,Dairy Products,24922.81,"$22,753.00",24.48,367.3,33.67,Oceania,66.33
UK,2019,Prepared Food,24926.49,"$23,777.40",75.55,23.1,44.60,Europe,55.4
Australia,2024,Fruits & Vegetables,48288.75,"$47,935.55",125.12,216.5,32.38,Oceania,67.62
India,2018,Dairy Products,49713.02,"$49,858.42",188.80,699.6,42.76,Asia,57.24
Saudi Arabia,2023,Bakery Items,36776.95,"$41,808.37",185.28,1335.7,36.07,Asia,63.93
Italy,2020,Dairy Products,10943.72,"$8,850.35",151.32,911.8,63.96,Europe,36.04
Indonesia,2023,Frozen Food,13011.74,"$14,987.95",45.55,17.0,69.20,Asia,30.8
Italy,2018,Fruits & Vegetables,36987.30,"$40,094.57",162.67,585.4,30.42,Europe,69.58
Turkey,2018,Prepared Food,20497.05,"$19,769.05",155.32,52.9,43.14,Asia,56.86
France,2021,Meat & Seafood,48643.30,"$45,212.72",52.73,705.3,69.48,Europe,30.52
Germany,2020,Bakery Items,27535.43,"$24,000.35",47.86,1077.8,63.83,Europe,36.17
South Africa,2020,Dairy Products,41431.60,"$41,127.44",158.86,822.1,36.87,Africa,63.13
India,2021,Beverages,20351.56,"$17,289.67",55.24,221.6,48.73,Asia,51.27
Brazil,2024,Bakery Items,10227.92,"$9,614.77",52.35,108.1,61.37,South America,38.63
Italy,2021,Fruits & Vegetables,30808.24,"$33,062.57",196.29,687.6,41.73,Europe,58.27
Japan,2019,Fruits & Vegetables,3967.86,"$3,362.37",84.92,725.9,46.56,Asia,53.44
Argentina,2019,Bakery Items,6650.92,"$7,579.11",162.65,1084.1,57.93,South America,42.07
Japan,2023,Bakery Items,28724.78,"$29,908.47",135.86,1383.3,48.97,Asia,51.03
Italy,2024,Fruits & Vegetables,39363.88,"$38,203.95",55.09,322.6,63.49,Europe,36.51
India,2020,Dairy Products,19867.48,"$20,452.85",33.93,679.1,61.67,Asia,38.33
Russia,2024,Bakery Items,19933.91,"$22,347.45",165.12,1115.2,52.42,Europe,47.58
Argentina,2020,Meat & Seafood,43793.47,"$47,572.31",116.10,634.6,62.41,South America,37.59
Russia,2021,Bakery Items,20784.19,"$19,901.18",83.50,1211.1,66.90,Europe,33.1
Russia,2021,Bakery Items,20579.73,"$19,232.59",60.09,1229.5,34.29,Europe,65.71
Indonesia,2020,Fruits & Vegetables,13334.55,"$11,011.20",75.05,1066.3,64.66,Asia,35.34
USA,2018,Fruits & Vegetables,43788.58,"$44,877.77",199.83,1323.7,53.74,North America,46.26
Germany,2023,Beverages,24881.93,"$22,405.35",81.53,452.3,30.87,Europe,69.13
Turkey,2020,Frozen Food,48461.19,"$45,557.47",178.87,1371.8,49.54,Asia,50.46
Germany,2020,Prepared Food,4543.43,"$5,199.23",155.38,679.7,68.00,Europe,32
Indonesia,2019,Bakery Items,7065.82,"$7,319.01",154.68,23.4,63.80,Asia,36.2
UK,2020,Fruits & Vegetables,48896.07,"$42,855.11",75.11,483.4,52.11,Europe,47.89
Germany,2021,Bakery Items,4246.78,"$3,554.71",40.91,1117.6,52.29,Europe,47.71
Saudi Arabia,2024,Meat & Seafood,23485.33,"$26,696.48",111.90,627.0,65.84,Asia,34.16
China,2018,Dairy Products,21886.53,"$21,929.06",54.64,981.9,69.96,Asia,30.04
Spain,2023,Prepared Food,13772.37,"$12,965.94",199.40,1243.7,39.87,Europe,60.13
Australia,2022,Dairy Products,4506.02,"$4,669.49",48.83,810.5,44.16,Oceania,55.84
Turkey,2024,Grains & Cereals,26605.16,"$28,734.29",194.42,999.0,44.43,Asia,55.57
Germany,2019,Beverages,17980.73,"$16,578.14",135.54,172.1,31.51,Europe,68.49
South Africa,2019,Meat & Seafood,37791.64,"$36,116.12",180.14,847.4,68.12,Africa,31.88
China,2021,Grains & Cereals,32634.06,"$30,546.05",122.05,1083.2,56.54,Asia,43.46
Argentina,2019,Beverages,9291.40,"$7,800.49",158.26,201.9,60.01,South America,39.99
Italy,2023,Dairy Products,2591.28,"$2,539.45",184.37,894.3,63.12,Europe,36.88
Canada,2019,Meat & Seafood,44477.26,"$37,883.60",115.17,481.9,40.48,North America,59.52
UK,2020,Beverages,47383.13,"$46,675.03",87.78,292.8,69.49,Europe,30.51
Germany,2024,Fruits & Vegetables,13107.39,"$14,142.18",133.78,488.3,33.13,Europe,66.87
Turkey,2021,Fruits & Vegetables,22876.31,"$18,500.74",122.13,1210.9,31.20,Asia,68.8
Australia,2024,Meat & Seafood,24658.77,"$21,150.24",190.65,987.0,55.65,Oceania,44.35
South Africa,2021,Meat & Seafood,47795.17,"$51,508.42",23.80,1384.9,44.59,Africa,55.41
South Africa,2022,Frozen Food,27412.14,"$24,285.52",29.08,1032.2,37.87,Africa,62.13
Turkey,2022,Bakery Items,11754.60,"$13,589.36",38.41,1326.0,39.56,Asia,60.44
Italy,2024,Frozen Food,25751.15,"$27,543.65",82.04,169.0,59.64,Europe,40.36
India,2020,Grains & Cereals,38788.16,"$38,233.95",171.57,933.4,63.84,Asia,36.16
Australia,2019,Prepared Food,47213.66,"$41,479.51",119.67,634.4,33.96,Oceania,66.04
Saudi Arabia,2022,Bakery Items,34878.89,"$28,723.34",109.99,1393.2,42.47,Asia,57.53
Saudi Arabia,2018,Frozen Food,14347.74,"$13,176.64",81.00,97.1,35.38,Asia,64.62
Turkey,2018,Beverages,25357.01,"$29,458.54",85.67,531.0,36.42,Asia,63.58
Spain,2020,Meat & Seafood,37724.45,"$38,936.20",174.15,1320.3,32.59,Europe,67.41
Mexico,2024,Prepared Food,25896.07,"$27,820.57",62.31,913.6,45.84,North America,54.16
Mexico,2024,Frozen Food,16759.44,"$14,835.52",159.40,635.8,39.73,North America,60.27
UK,2018,Fruits & Vegetables,45708.36,"$44,083.59",26.57,799.7,61.48,Europe,38.52
Russia,2019,Bakery Items,34128.57,"$28,171.70",188.18,283.4,45.37,Europe,54.63
South Korea,2018,Grains & Cereals,36276.50,"$36,781.35",195.05,288.0,48.45,Asia,51.55
France,2019,Meat & Seafood,16630.97,"$13,435.43",141.55,413.0,45.87,Europe,54.13
Argentina,2020,Frozen Food,39920.99,"$42,415.75",51.35,1127.4,57.38,South America,42.62
South Africa,2019,Dairy Products,8022.86,"$6,768.62",80.96,1122.5,50.78,Africa,49.22
Argentina,2023,Fruits & Vegetables,33831.35,"$30,292.00",171.24,793.7,62.60,South America,37.4
China,2018,Bakery Items,13232.58,"$12,779.41",86.63,417.8,41.12,Asia,58.88
South Africa,2024,Grains & Cereals,25462.07,"$20,702.75",152.13,957.6,53.40,Africa,46.6
Indonesia,2018,Meat & Seafood,12286.86,"$12,617.84",88.18,1124.8,47.15,Asia,52.85
Canada,2018,Frozen Food,1581.41,"$1,654.63",72.79,875.1,48.48,North America,51.52
USA,2020,Fruits & Vegetables,33216.95,"$33,519.19",190.22,455.0,63.56,North America,36.44
Brazil,2022,Fruits & Vegetables,5881.53,"$5,929.15",196.40,230.3,62.64,South America,37.36
Argentina,2022,Bakery Items,11947.95,"$12,681.14",56.45,1179.5,66.07,South America,33.93
Japan,2018,Grains & Cereals,29883.47,"$26,779.80",65.22,442.6,65.09,Asia,34.91
Mexico,2018,Meat & Seafood,20409.63,"$17,866.36",134.61,422.8,60.48,North America,39.52
Germany,2019,Frozen Food,22345.64,"$24,910.18",163.42,684.7,33.91,Europe,66.09
Brazil,2020,Prepared Food,42577.15,"$41,658.20",131.32,1277.6,38.90,South America,61.1
Mexico,2022,Grains & Cereals,8949.00,"$8,542.50",27.53,605.8,47.54,North America,52.46
Russia,2018,Meat & Seafood,48739.30,"$56,192.06",28.23,219.4,65.25,Europe,34.75
China,2020,Bakery Items,38564.43,"$32,658.89",26.13,362.5,54.73,Asia,45.27
Saudi Arabia,2018,Beverages,17771.61,"$17,461.07",56.81,831.4,62.27,Asia,37.73
USA,2023,Grains & Cereals,9799.74,"$9,998.61",130.16,157.6,38.60,North America,61.4
Russia,2022,Fruits & Vegetables,14859.90,"$14,172.89",80.60,1244.4,64.89,Europe,35.11
South Africa,2021,Bakery Items,17656.44,"$20,511.60",50.98,771.5,51.62,Africa,48.38
UK,2022,Meat & Seafood,41283.64,"$42,195.46",78.15,513.6,46.16,Europe,53.84
Saudi Arabia,2022,Frozen Food,33558.64,"$36,201.96",44.06,1099.1,65.53,Asia,34.47
Germany,2020,Dairy Products,23151.00,"$22,695.55",151.32,361.5,58.35,Europe,41.65
Germany,2021,Frozen Food,43395.80,"$42,356.33",148.53,690.2,36.69,Europe,63.31
Turkey,2019,Meat & Seafood,35461.44,"$32,536.66",93.00,78.8,67.73,Asia,32.27
Germany,2021,Frozen Food,5170.06,"$5,685.82",52.39,483.5,63.67,Europe,36.33
China,2020,Grains & Cereals,47836.43,"$53,056.61",128.64,637.4,42.45,Asia,57.55
Australia,2024,Beverages,19597.50,"$21,349.34",135.19,647.3,33.33,Oceania,66.67
Australia,2020,Prepared Food,47574.43,"$39,243.81",113.13,631.3,60.81,Oceania,39.19
USA,2022,Grains & Cereals,11479.76,"$12,719.36",144.51,454.9,34.01,North America,65.99
Spain,2020,Prepared Food,23830.20,"$25,819.12",139.08,302.0,46.41,Europe,53.59
India,2020,Prepared Food,33229.00,"$36,468.28",199.01,824.9,38.95,Asia,61.05
France,2020,Meat & Seafood,11243.38,"$12,223.77",193.06,19.0,68.11,Europe,31.89
Argentina,2018,Meat & Seafood,34590.56,"$29,375.24",193.51,176.7,37.70,South America,62.3
China,2024,Frozen Food,6522.86,"$5,334.03",164.16,576.4,59.15,Asia,40.85
Australia,2024,Grains & Cereals,6128.27,"$5,386.60",87.95,250.0,60.31,Oceania,39.69
Argentina,2019,Meat & Seafood,33662.64,"$38,715.68",38.22,1199.1,31.20,South America,68.8
Russia,2023,Dairy Products,31553.31,"$27,883.34",92.26,1356.2,47.73,Europe,52.27
India,2022,Frozen Food,38352.58,"$36,719.57",55.06,1118.0,52.91,Asia,47.09
Germany,2019,Fruits & Vegetables,4730.21,"$5,486.39",89.77,11.3,51.19,Europe,48.81
Russia,2024,Dairy Products,3771.80,"$3,221.32",42.31,1374.5,38.63,Europe,61.37
Turkey,2020,Beverages,16449.71,"$13,204.62",70.60,397.0,61.27,Asia,38.73
Brazil,2020,Grains & Cereals,45537.84,"$44,766.55",145.38,489.4,60.45,South America,39.55
Saudi Arabia,2024,Bakery Items,40280.76,"$45,344.83",141.42,607.5,54.25,Asia,45.75
South Africa,2021,Grains & Cereals,6385.32,"$5,824.93",22.85,697.8,45.24,Africa,54.76
Canada,2019,Beverages,40586.76,"$47,867.15",179.54,795.6,53.20,North America,46.8
USA,2021,Dairy Products,28582.65,"$23,208.72",96.05,328.3,53.38,North America,46.62
Indonesia,2018,Meat & Seafood,12401.47,"$11,448.82",100.24,321.6,42.82,Asia,57.18
Argentina,2020,Dairy Products,1401.62,"$1,256.84",60.51,1232.3,52.94,South America,47.06
Indonesia,2020,Meat & Seafood,30545.07,"$25,240.14",174.74,1191.2,37.38,Asia,62.62
China,2023,Grains & Cereals,38744.41,"$31,808.42",123.07,603.0,31.41,Asia,68.59
UK,2022,Fruits & Vegetables,8352.25,"$7,851.65",50.15,1108.6,37.32,Europe,62.68
Saudi Arabia,2018,Dairy Products,29588.57,"$30,075.64",149.51,1182.9,56.98,Asia,43.02
South Africa,2019,Prepared Food,20653.43,"$18,253.02",103.72,450.4,47.33,Africa,52.67
India,2020,Fruits & Vegetables,32652.96,"$35,165.55",134.06,23.5,44.39,Asia,55.61
Mexico,2019,Dairy Products,13538.96,"$12,305.63",185.53,1074.0,43.13,North America,56.87
Indonesia,2019,Meat & Seafood,3613.99,"$3,087.86",136.53,349.5,57.70,Asia,42.3
Brazil,2020,Grains & Cereals,22568.08,"$22,703.70",124.49,825.9,51.16,South America,48.84
Japan,2018,Meat & Seafood,43768.06,"$45,522.98",53.65,1138.1,33.89,Asia,66.11
Turkey,2018,Prepared Food,9006.30,"$8,000.91",172.54,1054.6,59.88,Asia,40.12
France,2020,Frozen Food,45559.31,"$47,508.31",137.62,364.7,36.01,Europe,63.99
Indonesia,2022,Frozen Food,20372.16,"$21,673.06",141.76,758.9,56.79,Asia,43.21
Brazil,2022,Prepared Food,18814.31,"$16,286.36",89.87,1387.5,35.71,South America,64.29
Brazil,2023,Beverages,25255.87,"$29,351.15",160.37,643.7,36.61,South America,63.39
Japan,2022,Frozen Food,24800.87,"$28,942.48",94.71,1060.1,68.30,Asia,31.7
Indonesia,2018,Dairy Products,24220.54,"$20,618.90",93.73,251.9,46.95,Asia,53.05
Japan,2024,Beverages,7290.09,"$6,996.10",131.23,502.6,56.59,Asia,43.41
Japan,2018,Bakery Items,27534.23,"$29,110.52",162.58,693.5,69.77,Asia,30.23
Italy,2021,Bakery Items,4405.63,"$4,759.81",116.46,73.6,47.77,Europe,52.23
Australia,2023,Meat & Seafood,19342.06,"$19,006.54",175.68,985.0,66.09,Oceania,33.91
South Korea,2023,Prepared Food,4171.20,"$3,903.89",130.46,1045.9,32.58,Asia,67.42
India,2019,Bakery Items,23728.91,"$23,191.39",30.35,1145.0,59.57,Asia,40.43
Canada,2023,Bakery Items,34600.63,"$33,104.38",185.05,478.4,61.26,North America,38.74
Japan,2023,Beverages,18902.40,"$18,747.79",100.82,369.0,45.41,Asia,54.59
Australia,2023,Dairy Products,17597.05,"$17,582.88",164.06,222.8,59.52,Oceania,40.48
Mexico,2022,Meat & Seafood,35852.30,"$41,996.52",167.88,1307.2,55.63,North America,44.37
France,2018,Bakery Items,38755.01,"$39,812.52",58.81,895.9,44.77,Europe,55.23
Australia,2020,Frozen Food,8307.99,"$6,650.19",149.59,221.1,50.21,Oceania,49.79
Russia,2021,Dairy Products,41548.85,"$34,033.34",106.19,564.0,41.91,Europe,58.09
South Korea,2024,Dairy Products,48474.74,"$43,605.18",39.27,840.2,65.97,Asia,34.03
Mexico,2021,Fruits & Vegetables,28916.69,"$32,196.55",134.55,950.8,31.46,North America,68.54
USA,2019,Prepared Food,31980.71,"$35,434.66",132.11,355.2,35.31,North America,64.69
Italy,2018,Beverages,29922.27,"$35,494.18",53.99,1138.7,51.15,Europe,48.85
Germany,2020,Fruits & Vegetables,38681.87,"$33,973.50",27.75,1054.5,64.91,Europe,35.09
South Korea,2019,Beverages,17963.27,"$20,605.61",22.52,315.4,39.22,Asia,60.78
Australia,2022,Grains & Cereals,16867.64,"$19,167.49",157.32,1287.9,44.16,Oceania,55.84
Turkey,2018,Dairy Products,21928.77,"$25,233.25",150.64,1101.4,56.04,Asia,43.96
South Korea,2021,Frozen Food,40857.91,"$46,463.12",44.34,602.7,61.24,Asia,38.76
Brazil,2023,Dairy Products,28810.62,"$34,553.60",129.68,856.1,50.22,South America,49.78
Germany,2019,Fruits & Vegetables,17230.55,"$19,353.55",177.45,224.1,64.09,Europe,35.91
South Africa,2018,Beverages,38851.37,"$34,204.69",149.05,219.4,41.67,Africa,58.33
Japan,2018,Bakery Items,23843.30,"$20,013.40",114.45,1259.9,69.22,Asia,30.78
Japan,2018,Frozen Food,17775.87,"$14,626.15",192.60,498.2,36.20,Asia,63.8
France,2020,Meat & Seafood,39332.55,"$43,838.89",160.59,676.2,57.25,Europe,42.75
Brazil,2022,Frozen Food,37794.81,"$31,849.60",48.76,76.6,38.69,South America,61.31
Spain,2023,Grains & Cereals,32843.06,"$27,504.95",143.86,491.5,54.56,Europe,45.44
Saudi Arabia,2020,Beverages,14284.62,"$13,705.76",80.43,493.9,47.70,Asia,52.3
Brazil,2024,Bakery Items,31449.81,"$34,344.23",119.49,1207.3,46.10,South America,53.9
Italy,2021,Grains & Cereals,14721.03,"$15,984.70",177.51,481.2,40.59,Europe,59.41
China,2020,Grains & Cereals,17673.40,"$21,146.85",194.93,1373.6,42.92,Asia,57.08
Germany,2019,Grains & Cereals,42043.14,"$36,734.88",66.68,1384.0,61.51,Europe,38.49
UK,2021,Fruits & Vegetables,35106.61,"$41,960.33",100.15,163.1,33.70,Europe,66.3
Indonesia,2023,Meat & Seafood,22413.83,"$18,004.61",53.68,891.2,39.61,Asia,60.39
Canada,2023,Beverages,20235.81,"$16,744.08",108.17,94.5,54.46,North America,45.54
Indonesia,2021,Fruits & Vegetables,43600.25,"$51,461.96",97.81,508.9,53.94,Asia,46.06
Turkey,2019,Bakery Items,45483.34,"$42,243.95",160.54,1053.4,34.04,Asia,65.96
Mexico,2024,Frozen Food,12488.76,"$13,219.64",27.03,710.5,54.35,North America,45.65
Saudi Arabia,2021,Prepared Food,25919.77,"$26,176.34",43.74,441.4,60.04,Asia,39.96
Turkey,2018,Bakery Items,38623.78,"$38,544.07",166.34,652.0,33.30,Asia,66.7
China,2021,Fruits & Vegetables,44733.13,"$45,485.40",128.31,1014.8,58.60,Asia,41.4
USA,2021,Meat & Seafood,48731.01,"$51,453.67",127.89,1282.1,55.97,North America,44.03
Germany,2019,Grains & Cereals,8253.32,"$8,452.47",43.85,167.2,59.63,Europe,40.37
Turkey,2024,Prepared Food,41099.29,"$43,634.85",148.06,1054.8,59.01,Asia,40.99
Italy,2020,Meat & Seafood,25528.24,"$26,821.15",62.02,157.0,40.79,Europe,59.21
Brazil,2021,Fruits & Vegetables,41094.84,"$38,219.46",79.03,1211.3,37.36,South America,62.64
China,2018,Fruits & Vegetables,44135.77,"$44,014.24",170.31,190.8,62.35,Asia,37.65
France,2020,Bakery Items,2748.15,"$2,227.25",138.93,784.8,36.65,Europe,63.35
Italy,2018,Grains & Cereals,19031.96,"$17,002.43",174.25,1060.9,49.71,Europe,50.29
Canada,2023,Meat & Seafood,38683.68,"$46,155.58",103.97,785.3,54.22,North America,45.78
Japan,2021,Dairy Products,36669.20,"$31,771.48",142.11,354.6,56.63,Asia,43.37
Brazil,2022,Prepared Food,12289.15,"$13,239.72",137.34,1038.0,60.70,South America,39.3
India,2024,Dairy Products,9720.84,"$10,304.87",40.11,116.3,53.31,Asia,46.69
Argentina,2023,Frozen Food,41009.81,"$44,634.39",98.55,706.5,65.80,South America,34.2
China,2021,Frozen Food,1650.24,"$1,546.86",47.20,442.6,62.10,Asia,37.9
China,2023,Fruits & Vegetables,13158.48,"$14,397.43",43.99,1323.8,50.27,Asia,49.73
USA,2022,Fruits & Vegetables,23481.71,"$19,223.31",73.28,828.1,60.52,North America,39.48
Turkey,2021,Frozen Food,14619.47,"$14,294.85",77.72,751.9,34.39,Asia,65.61
Argentina,2018,Frozen Food,19119.94,"$22,634.44",136.85,1050.8,68.84,South America,31.16
France,2021,Bakery Items,35575.75,"$32,976.58",140.53,587.5,45.29,Europe,54.71
USA,2018,Fruits & Vegetables,34170.59,"$34,859.68",94.39,777.0,41.60,North America,58.4
Germany,2018,Bakery Items,49511.53,"$40,027.80",150.17,552.2,67.31,Europe,32.69
Mexico,2022,Dairy Products,43147.54,"$35,382.31",43.19,843.1,44.77,North America,55.23
Italy,2019,Prepared Food,13160.74,"$15,727.17",149.73,211.1,63.14,Europe,36.86
India,2022,Grains & Cereals,5759.15,"$6,427.88",168.77,1394.2,37.22,Asia,62.78
Spain,2019,Grains & Cereals,12625.72,"$11,788.01",175.12,1009.3,40.52,Europe,59.48
France,2020,Dairy Products,15521.69,"$13,453.46",46.46,314.4,39.49,Europe,60.51
UK,2019,Dairy Products,11084.93,"$12,598.47",25.04,1345.6,52.43,Europe,47.57
Saudi Arabia,2019,Bakery Items,15583.63,"$13,255.85",46.61,973.1,41.62,Asia,58.38
South Africa,2023,Bakery Items,9508.41,"$10,582.75",20.66,48.1,40.75,Africa,59.25
Indonesia,2021,Fruits & Vegetables,39348.87,"$34,608.37",130.96,283.7,59.29,Asia,40.71
Italy,2024,Beverages,24121.20,"$28,455.91",23.33,710.1,32.32,Europe,67.68
India,2022,Fruits & Vegetables,4710.18,"$5,007.17",121.85,315.2,32.35,Asia,67.65
Turkey,2018,Fruits & Vegetables,21411.40,"$21,402.77",151.44,539.4,50.87,Asia,49.13
South Africa,2019,Prepared Food,14892.80,"$15,282.22",80.87,1310.1,48.52,Africa,51.48
Turkey,2020,Bakery Items,39525.76,"$40,409.95",47.56,1032.1,58.84,Asia,41.16
Mexico,2019,Bakery Items,42335.87,"$38,012.23",133.31,81.1,56.83,North America,43.17
Italy,2021,Meat & Seafood,41616.06,"$45,467.27",198.75,971.5,69.96,Europe,30.04
Germany,2020,Beverages,42992.46,"$47,767.22",48.44,592.6,58.25,Europe,41.75
Spain,2021,Bakery Items,2991.83,"$2,960.43",53.02,146.9,60.27,Europe,39.73
Japan,2022,Prepared Food,34343.36,"$37,433.10",137.02,467.7,32.24,Asia,67.76
Spain,2023,Prepared Food,45324.58,"$48,623.38",83.97,167.6,62.21,Europe,37.79
Turkey,2023,Prepared Food,26357.40,"$31,374.01",110.76,189.9,35.75,Asia,64.25
Germany,2022,Dairy Products,15916.02,"$14,934.30",135.53,733.4,51.45,Europe,48.55
Canada,2018,Meat & Seafood,31339.96,"$37,294.58",181.56,604.8,57.43,North America,42.57
South Africa,2023,Meat & Seafood,37116.04,"$32,648.86",177.79,374.4,31.20,Africa,68.8
China,2018,Fruits & Vegetables,36259.77,"$37,544.62",55.69,1023.9,56.30,Asia,43.7
Italy,2022,Grains & Cereals,14919.10,"$17,084.20",132.51,803.2,36.11,Europe,63.89
South Korea,2020,Beverages,42030.89,"$45,789.18",63.52,585.3,60.06,Asia,39.94
Indonesia,2020,Grains & Cereals,30761.09,"$24,828.60",79.05,576.4,60.97,Asia,39.03
Turkey,2021,Bakery Items,13002.52,"$15,565.35",58.26,983.0,38.01,Asia,61.99
Saudi Arabia,2019,Prepared Food,15490.93,"$12,642.13",159.05,375.6,66.65,Asia,33.35
South Africa,2023,Beverages,17821.64,"$16,109.76",24.35,66.2,68.81,Africa,31.19
USA,2018,Dairy Products,883.58,$732.83,125.68,376.9,47.51,North America,52.49
Italy,2022,Grains & Cereals,28088.10,"$24,215.09",76.32,729.9,54.91,Europe,45.09
Germany,2024,Frozen Food,24366.95,"$23,847.84",29.73,1298.6,42.29,Europe,57.71
Russia,2022,Prepared Food,48638.45,"$41,147.20",165.93,112.7,33.42,Europe,66.58
Mexico,2024,Dairy Products,25626.17,"$20,892.25",168.75,850.5,43.50,North America,56.5
South Africa,2021,Bakery Items,31434.87,"$37,218.26",83.98,883.0,50.73,Africa,49.27
Japan,2018,Prepared Food,3875.26,"$4,171.74",111.03,984.5,63.24,Asia,36.76
Spain,2019,Bakery Items,17731.47,"$19,809.54",102.18,1019.2,41.73,Europe,58.27
Japan,2023,Grains & Cereals,2267.05,"$2,347.17",146.55,129.9,35.90,Asia,64.1
Canada,2022,Beverages,27384.23,"$27,460.01",166.87,1125.2,32.88,North America,67.12
France,2022,Frozen Food,37658.84,"$44,908.91",161.70,1057.6,61.06,Europe,38.94
South Korea,2018,Frozen Food,23944.71,"$20,221.28",92.54,1107.6,59.08,Asia,40.92
UK,2023,Fruits & Vegetables,14270.47,"$16,875.48",131.80,672.3,45.11,Europe,54.89
South Korea,2024,Bakery Items,10750.06,"$11,143.47",194.86,539.3,42.15,Asia,57.85
Italy,2021,Grains & Cereals,25760.32,"$24,901.13",65.31,431.9,34.51,Europe,65.49
France,2023,Meat & Seafood,31881.43,"$36,280.05",188.46,587.9,60.03,Europe,39.97
South Korea,2018,Prepared Food,24351.40,"$26,008.75",74.06,350.0,69.49,Asia,30.51
Spain,2023,Frozen Food,24170.61,"$24,194.62",35.97,487.8,53.64,Europe,46.36
India,2019,Meat & Seafood,20186.78,"$23,092.05",74.13,457.3,57.42,Asia,42.58
Spain,2020,Fruits & Vegetables,33030.51,"$30,017.00",169.29,1212.1,68.41,Europe,31.59
France,2024,Grains & Cereals,46890.11,"$50,991.35",101.17,970.3,69.48,Europe,30.52
